id,over_due_1,over_due_2,over_due_3,over_due_total,pay_normal,prod_code,prod_limit,update_date,current_balance,highest_balance,last_payment_date
58987161,0,0,0,0,1,6,,25/2/15,0,30490,
58990836,0,0,0,0,11,10,,24/2/15,-133.2,5263,21/11/15
59003959,0,0,0,0,11,6,,24/2/15,0,39050,22/10/15
58984182,0,0,0,0,8,6,,24/2/15,3375.6,34300,21/9/15
54987320,0,0,0,0,13,10,137500,23/2/15,124003.2,124406,28/2/16
58986996,2,0,0,48,8,6,,23/2/15,0,29700,21/9/15
58987886,0,0,0,0,2,5,,22/2/15,0,678500,30/3/15
59002389,0,0,0,0,12,1,,22/2/15,319393.2,290500,22/1/16
54982530,0,0,0,0,7,10,55000,21/2/15,0,3806,21/8/15
58984937,0,0,0,0,9,10,16500,21/2/15,1225.2,5869,15/11/15
59003507,0,0,0,0,14,10,,21/2/15,4459.2,23883,4/1/16
58989333,0,0,0,0,9,10,,21/2/15,-5448,27355,13/11/15
58988871,0,0,0,0,7,6,,21/2/15,10436.4,29490,25/9/15
58987900,0,0,0,0,14,10,59400,20/2/15,2845.2,36508,4/1/16
54988391,0,0,0,0,15,1,,20/2/15,285934.8,300500,5/2/16
59002060,0,0,0,0,13,10,,20/2/15,1566,31406,2/9/16
58993789,0,0,0,0,13,10,,19/2/15,2493.6,41681,27/2/16
58998275,1,0,0,28,4,7,,18/2/15,0,424500,22/6/15
54984211,0,0,0,0,12,10,,18/2/15,13070.4,,29/1/16
58995478,0,0,0,0,16,10,141900,16/2/15,4701.6,104099,3/8/16
54988984,0,0,0,0,11,10,121000,16/2/15,44623.2,43869,13/12/15
58987349,0,0,0,0,14,10,88000,16/2/15,9465.6,60500,26/3/16
54983342,0,0,0,0,9,6,,16/2/15,0,27000,22/10/15
58993203,0,0,0,0,1,6,,16/2/15,0,27000,21/11/15
58984737,0,0,0,0,9,6,,16/2/15,0,37700,11/6/15
58994117,0,0,0,0,1,6,,16/2/15,0,27500,22/10/15
59004885,0,0,0,0,10,6,,16/2/15,0,26220,21/9/15
58990902,0,0,0,0,12,13,,16/2/15,51834,73000,25/12/15
58988200,0,0,0,0,1,6,,16/2/15,0,24790,21/9/15
58988787,0,0,0,0,9,10,,16/2/15,16532.4,14277,29/9/15
58984702,0,0,0,0,8,6,,16/2/15,10017.6,38080,21/9/15
58993081,0,0,0,0,4,1,,16/2/15,0,430500,20/10/15
59000887,0,0,0,0,10,6,,16/2/15,0,30000,21/9/15
58984557,0,0,0,0,8,2,,16/2/15,1274601.6,2500500,16/2/15
58994019,0,0,0,0,1,6,,16/2/15,0,23000,22/10/15
58993081,0,0,0,0,14,1,,16/2/15,566884.8,600500,3/7/16
58983291,1,0,0,1,8,10,162800,15/2/15,2924.4,15122,17/10/15
58989748,1,0,0,1,9,10,110000,15/2/15,65830.8,78468,28/11/15
58986997,0,0,0,0,13,10,89100,15/2/15,17511.6,78895,3/4/16
59005843,0,0,0,0,15,10,55000,15/2/15,33940.8,42594,4/9/16
54991896,0,0,0,0,15,13,,15/2/15,24570,44000,22/4/16
58984516,0,0,0,0,10,13,,15/2/15,48253.2,49081,24/10/15
58983272,0,0,0,0,9,10,,15/2/15,0,1803,10/10/15
58987368,0,0,0,0,13,5,,15/2/15,162966,182500,22/1/16
59000764,0,0,0,0,13,10,,15/2/15,3240,38173,14/2/16
59002170,0,0,0,0,12,1,,15/2/15,831213.6,823500,17/2/16
59006239,0,0,0,0,1,6,,14/2/15,0,21000,22/10/15
58993153,0,0,0,0,15,10,,14/2/15,19916.4,46165,15/4/16
54983623,0,0,0,0,9,5,,14/2/15,372304.8,350500,21/9/15
58992868,0,0,0,0,1,6,,14/2/15,0,30500,19/10/15
58999145,0,0,0,0,12,10,169400,13/2/15,108369.6,95995,1/12/16
59002836,0,0,0,0,13,10,116600,13/2/15,796.8,13777,24/1/16
54984211,0,0,0,0,11,10,,13/2/15,14332.8,81747,21/12/15
58991271,0,0,0,0,12,2,,13/2/15,8421901.2,7133192,26/1/16
59001607,0,0,0,0,3,10,44000,12/2/15,41830.8,42914,2/8/16
58993803,0,0,0,0,4,1,,12/2/15,869126.4,740500,
58995813,0,0,0,0,6,6,,12/2/15,7560,21500,22/4/16
54992408,0,0,0,0,2,7,,12/2/15,138000,310500,19/3/16
58992134,0,0,0,0,3,6,,12/2/15,13680,19500,18/1/16
58995303,0,0,0,0,5,3,,12/2/15,1544614.8,1300500,17/4/16
54986538,0,0,0,0,4,10,16500,11/2/15,13154.4,15362,24/1/16
58988287,0,0,0,0,7,13,,11/2/15,26725.2,42500,28/4/16
54985569,0,0,0,0,2,6,,11/2/15,49080,41400,
58986751,0,0,0,0,4,6,,11/2/15,16918.8,19300,21/1/16
58983850,0,0,0,0,1,10,72600,10/2/15,1518,1764,
54991967,0,0,0,0,8,10,22000,10/2/15,20398.8,20499,16/5/16
54990614,0,0,0,0,5,10,,10/2/15,-1123.2,30113,29/1/16
54985606,0,0,0,0,3,10,,10/2/15,-22606.8,,12/8/15
58991228,0,0,0,0,6,10,,9/2/15,34386,47690,2/9/16
58995283,0,0,0,0,1,7,,9/2/15,96502.8,80500,
54988614,0,0,0,0,9,6,,9/2/15,3370.8,23000,19/4/16
58990154,0,0,0,0,2,7,,9/2/15,28396.8,24164,14/10/15
58991158,0,0,0,0,6,10,,9/2/15,89960.4,77987,2/8/16
54986764,0,0,0,0,7,10,93500,8/2/15,3598.8,5883,25/1/16
58990734,0,0,0,0,7,10,74800,8/2/15,0,4078,14/10/15
59000143,0,0,0,0,6,10,42900,8/2/15,29329.2,36036,28/12/15
58997951,0,0,0,0,5,6,,8/2/15,9600,20500,18/11/15
58989781,0,0,0,0,5,6,,8/2/15,7008,15100,18/11/15
54982856,0,0,0,0,4,6,,7/2/15,8160,17500,21/9/15
58996064,0,0,0,0,10,10,106700,6/2/15,113962.8,100642,3/7/16
59001676,2,0,0,2,8,10,55000,6/2/15,11038.8,49733,3/1/16
54985410,0,0,0,0,4,10,,6/2/15,11569.2,11418,9/10/15
59002775,0,0,0,0,2,5,,5/2/15,0,100500,
58997607,0,0,0,0,8,6,,5/2/15,9900,28000,21/11/15
59005240,0,0,0,0,2,5,,5/2/15,0,100500,
58985548,0,0,0,0,2,0,,5/2/15,117525.6,100500,
59005240,0,0,0,0,3,0,,5/2/15,118504.8,100500,
54989018,0,0,0,0,8,6,,5/2/15,2520,11000,18/11/15
59002775,0,0,0,0,2,0,,5/2/15,117514.8,100500,
54988283,0,0,0,0,2,2,,5/2/15,0,100500,29/9/15
58988956,0,0,0,0,6,6,,5/2/15,1767.6,9353,21/9/15
58985847,0,0,0,0,1,6,,5/2/15,0,17000,18/1/16
59005413,0,0,0,0,13,1,,5/2/15,164564.4,190879,27/3/16
58985548,0,0,0,0,2,5,,5/2/15,0,100500,
54983934,0,0,0,0,10,10,,4/2/15,5715.6,5263,25/12/15
58987028,0,0,0,0,11,10,,3/2/15,10281.6,20570,15/12/15
58988021,0,0,0,0,14,10,,3/2/15,2396.4,18612,4/12/16
54991742,0,0,0,0,5,7,,3/2/15,0,239500,20/6/15
58987426,0,0,0,0,1,6,,3/2/15,0,8490,22/10/15
58985806,0,0,0,0,11,10,127600,2/2/15,57337.2,73257,22/11/15
58997580,0,0,0,0,11,10,111100,2/2/15,102517.2,99359,12/5/15
59004521,0,0,0,0,15,5,,2/2/15,145586.4,180500,23/3/16
54986944,0,0,0,0,14,10,,2/2/15,43035.6,,19/3/16
54985173,0,0,0,0,10,10,117700,1/2/15,80874,113238,18/10/15
58984645,0,0,0,0,10,5,,1/2/15,284187.6,300500,26/10/15
58988646,0,0,0,0,10,6,,1/2/15,0,30300,21/9/15
58986443,0,0,0,0,5,7,,1/2/15,0,219500,5/3/15
58984992,0,0,0,0,11,6,,1/2/15,0,30500,18/9/15
58983307,0,0,0,0,10,10,,1/2/15,86154,79453,19/9/15
58984128,0,0,0,0,10,2,,1/2/15,5154669.6,8580500,17/10/15
58988646,0,0,0,0,10,6,,1/2/15,0,30300,21/9/15
59004503,0,0,0,0,13,10,106700,31/1/15,1200,23703,3/12/16
54986288,0,0,0,0,13,10,62700,31/1/15,44241.6,48948,15/2/16
54982665,0,0,0,0,9,10,60500,31/1/15,6657.6,18934,19/9/15
54991492,0,0,0,0,13,10,,31/1/15,30696,31803,15/2/16
58998646,0,0,0,0,10,6,,31/1/15,0,48500,21/9/15
58995950,0,0,0,0,16,7,,31/1/15,363600,303500,19/3/16
59001607,0,0,0,0,4,5,,31/1/15,0,300500,18/4/15
54988209,0,0,0,0,15,13,,31/1/15,22891.2,41200,23/3/16
58985909,0,0,0,0,1,10,16500,30/1/15,0,,
58991395,1,0,0,17,9,10,,30/1/15,22581.6,60428,28/10/15
58984801,0,0,0,0,8,10,,30/1/15,6166.8,35500,23/8/15
54985687,0,0,0,0,10,10,,29/1/15,17835.6,15363,11/8/15
54988125,0,0,0,0,15,10,163900,28/1/15,30520.8,41674,23/4/16
59004290,0,0,0,0,14,10,125400,28/1/15,121910.4,107265,16/3/16
58995727,0,0,0,0,15,10,41250,28/1/15,28812,25168,4/2/16
59004290,0,0,0,0,1,10,,28/1/15,0,6116,
54988000,0,0,0,0,15,10,,28/1/15,2490,120329,26/3/16
58987349,0,0,0,0,14,5,,28/1/15,200614.8,242500,20/2/16
54986325,0,0,0,0,8,15,,28/1/15,0,300500,5/10/15
58997112,1,0,0,11,15,10,86900,27/1/15,46146,38955,26/4/16
59000502,0,0,0,0,14,10,51700,27/1/15,-1.2,8442,29/1/16
58989270,0,0,0,0,9,10,,27/1/15,0,,
54987215,0,0,0,0,7,7,,27/1/15,0,136493,24/7/15
54985410,0,0,0,0,1,6,,27/1/15,0,30500,24/8/15
58985198,0,0,0,0,10,5,,27/1/15,718176,700500,25/10/15
54988209,0,0,0,0,10,6,,27/1/15,0,22500,24/8/15
58987886,0,0,0,0,12,0,,27/1/15,67648.8,100500,18/12/15
54987763,0,0,0,0,15,10,84700,26/1/15,6171.6,10850,16/2/16
59003950,0,0,0,0,16,10,68200,26/1/15,7033.2,38590,15/4/16
59005275,0,0,0,0,14,6,,26/1/15,5094,64175,23/3/16
54984577,0,0,0,0,16,10,117700,25/1/15,123812.4,112104,18/4/16
58992482,0,0,0,0,3,10,73700,25/1/15,0,1000,
58997157,0,0,0,0,17,10,23100,25/1/15,0,1623,20/3/15
59003959,1,0,0,1,14,10,55000,24/1/15,-50.4,32522,10/4/15
58998275,0,0,0,0,10,6,,24/1/15,0,74490,21/9/15
58988942,0,0,0,0,10,10,,24/1/15,20168.4,,11/3/15
54985691,0,0,0,0,11,10,85800,23/1/15,88140,81574,14/12/15
58985870,0,0,0,0,12,10,23100,23/1/15,25315.2,26423,18/12/15
59003959,0,0,0,0,13,10,,23/1/15,-1.2,,3/10/15
54985180,0,0,0,0,9,13,,23/1/15,40554,47951,22/9/15
58998275,0,0,0,0,12,6,,23/1/15,0,76500,13/12/15
58996294,0,0,0,0,15,10,,23/1/15,301.2,24885,24/2/16
54992564,0,0,0,0,13,10,,22/1/15,29559.6,25133,27/2/16
54986045,0,0,0,0,12,10,,21/1/15,-669.6,46488,12/9/15
59001833,0,0,0,0,15,10,57200,20/1/15,31646.4,48829,3/6/16
54992154,0,0,0,0,17,10,33000,20/1/15,36876,32433,16/5/16
59005543,0,0,0,0,15,5,,20/1/15,366463.2,390500,16/4/16
54985358,0,0,0,0,9,5,,20/1/15,307150.8,300500,10/1/15
58998925,0,0,0,0,12,10,,20/1/15,5344.8,32870,1/2/16
54986688,0,0,0,0,14,10,152900,19/1/15,31447.2,87408,27/1/16
54989513,0,0,0,0,10,10,,19/1/15,11422.8,11348,22/11/15
58994284,0,0,0,0,15,10,,19/1/15,83090.4,93554,22/3/16
54989291,0,0,0,0,11,10,,19/1/15,636,9199,23/11/15
58997994,0,0,0,0,12,10,68200,18/1/15,47242.8,42320,12/4/15
59003111,0,0,0,0,7,6,,18/1/15,0,36950,27/6/15
58988196,0,0,0,0,16,10,,17/1/15,0,30326,29/2/16
59000510,0,0,0,0,13,10,,17/1/15,-589.2,,30/3/15
54984913,0,0,0,0,16,10,59400,16/1/15,55957.2,54668,6/3/16
58988822,0,0,0,0,10,10,36300,16/1/15,19333.2,28078,10/11/15
58988822,0,0,0,0,10,10,36300,16/1/15,19333.2,28078,10/11/15
58992002,0,0,0,0,1,6,,16/1/15,0,21180,22/10/15
59003191,0,0,0,0,15,10,,16/1/15,3178.8,28398,15/3/16
58989891,0,0,0,0,10,6,,16/1/15,0,19900,21/9/15
54985320,0,0,0,0,12,5,,16/1/15,84148.8,148500,22/11/15
58992002,0,0,0,0,1,6,,16/1/15,0,35800,21/9/15
54982721,0,0,0,0,8,6,,16/1/15,7816.8,16500,20/8/15
58985356,0,0,0,0,12,5,,16/1/15,112641.6,150500,22/11/15
59004680,0,0,0,0,1,6,,16/1/15,0,22500,21/9/15
58990308,0,0,0,0,10,1,,16/1/15,301591.2,278000,17/9/15
58983605,0,0,0,0,9,6,,16/1/15,0,24500,21/9/15
58984516,0,0,0,0,9,5,,16/1/15,544650,500500,25/10/15
54986538,0,0,0,0,11,6,,16/1/15,0,27900,29/11/15
54991492,0,0,0,0,15,24,,16/1/15,182522.4,210500,20/2/16
54992094,0,0,0,0,16,5,,16/1/15,17307.6,20500,22/4/16
58995594,0,0,0,0,11,6,,16/1/15,0,36800,18/9/15
54987871,0,0,0,0,11,6,,16/1/15,0,25500,21/9/15
54986538,0,0,0,0,10,6,,16/1/15,0,27900,21/9/15
54985241,0,0,0,0,9,10,16500,15/1/15,-368.4,11783,14/8/15
54986167,0,0,0,0,10,1,,15/1/15,565808.4,535500,18/10/15
58997757,0,0,0,0,12,6,,14/1/15,0,24500,22/10/15
58991594,0,0,0,0,13,1,,14/1/15,539806.8,528500,23/12/15
58994299,0,0,0,0,1,6,,14/1/15,0,30490,21/9/15
59002619,0,0,0,0,15,10,122100,13/1/15,2708.4,46366,1/3/16
58986188,0,0,0,0,14,10,82500,13/1/15,1825.2,75961,16/1/16
58994035,0,0,0,0,15,10,,13/1/15,7546.8,33300,26/2/16
54985358,0,0,0,0,12,5,,13/1/15,408103.2,400500,22/11/15
58994121,0,0,0,0,4,5,,12/1/15,112315.2,100500,26/2/16
58991759,0,0,0,0,3,6,,12/1/15,53332.8,50500,18/1/16
58992510,0,0,0,0,3,10,,12/1/15,36463.2,60104,16/2/16
59003949,0,0,0,0,1,5,,12/1/15,205106.4,200500,22/3/16
59003935,0,0,0,0,6,10,96800,11/1/15,13605.6,17414,29/3/16
58992344,0,0,0,0,1,10,27500,11/1/15,0,,
59002619,0,0,0,0,4,10,,11/1/15,4614,4824,2/8/16
59000887,0,0,0,0,4,10,,11/1/15,-982.8,19680,2/1/16
59002318,0,0,0,0,4,10,,11/1/15,24858,21215,2/12/16
59000887,0,0,0,0,4,6,,11/1/15,9120,19500,21/1/16
58989779,0,0,0,0,2,6,,11/1/15,42600,36000,
58989327,0,0,0,0,3,10,124300,10/1/15,47640,66135,28/11/15
54988080,0,0,0,0,6,10,,10/1/15,41330.4,34942,27/3/16
58986657,0,0,0,0,6,10,,9/1/15,0,20118,2/11/16
58992285,0,0,0,0,7,10,,9/1/15,58284,49070,14/3/16
58995381,0,0,0,0,8,6,,9/1/15,10760.4,27401,20/3/16
58992285,0,0,0,0,7,10,,9/1/15,58284,49070,14/3/16
58999945,0,0,0,0,4,5,,9/1/15,171355.2,150500,24/11/15
54986113,0,0,0,0,6,6,,9/1/15,5862,22500,18/1/16
58988697,0,0,0,0,4,10,61600,8/1/15,46482,39235,19/10/15
54985606,0,0,0,0,4,2,,8/1/15,3028898.4,4500500,
58999709,0,0,0,0,6,6,,8/1/15,20578.8,34803,27/12/15
58990236,0,0,0,0,5,10,,8/1/15,3978,4377,19/11/15
58995842,0,0,0,0,7,6,,8/1/15,32724,70500,9/4/15
58984336,0,0,0,0,4,10,,8/1/15,2857.2,3443,26/10/15
59001863,0,0,0,0,4,5,,8/1/15,157639.2,141500,26/10/15
54988214,0,0,0,0,11,10,110000,7/1/15,17674.8,15229,27/5/16
54989050,0,0,0,0,8,10,77000,6/1/15,24421.2,37897,12/8/15
58993990,0,0,0,0,11,10,42900,6/1/15,44264.4,39976,28/3/16
58990417,0,0,0,0,5,5,,6/1/15,285925.2,250500,21/9/15
58999985,0,0,0,0,6,10,,6/1/15,0,1494,11/11/15
58999712,0,0,0,0,8,19,,6/1/15,186064.8,184879,25/12/15
58985063,0,0,0,0,6,5,,6/1/15,192147.6,174500,23/10/15
54992408,0,0,0,0,12,5,,6/1/15,151263.6,301500,18/4/16
58993039,0,0,0,0,9,5,,6/1/15,245457.6,250500,20/1/16
59004230,0,0,0,0,4,5,,6/1/15,0,100500,22/8/15
54989370,0,0,0,0,7,6,,6/1/15,10012.8,33900,21/11/15
59003122,0,0,0,0,12,10,108900,5/1/15,159.6,15569,28/3/16
58986298,0,0,0,0,9,5,,5/1/15,0,114500,21/11/15
59004885,0,0,0,0,4,0,,5/1/15,0,97000,
54986049,0,0,0,0,10,10,,5/1/15,1364.4,50411,2/10/16
54986125,0,0,0,0,10,10,,5/1/15,-66,40073,14/2/16
54986851,0,0,0,0,4,0,,5/1/15,0,100500,19/7/15
58994607,0,0,0,0,11,6,,5/1/15,0,34000,19/12/15
54983470,0,0,0,0,8,10,,4/1/15,0,5473,11/12/15
58988196,0,0,0,0,1,6,,4/1/15,0,31790,21/11/15
54991492,0,0,0,0,7,13,,4/1/15,60440.4,60500,22/9/15
58991753,0,0,0,0,11,6,,4/1/15,0,19000,19/12/15
58984371,0,0,0,0,7,10,,4/1/15,1988.4,2157,21/9/15
59002170,0,0,0,0,12,6,,4/1/15,3381.6,25990,27/2/16
59002170,0,0,0,0,13,10,55000,3/1/15,54009.6,55550,3/11/16
54986167,0,0,0,0,10,7,,3/1/15,143600.4,180500,12/1/15
59000101,0,0,0,0,10,10,,3/1/15,20972.4,42735,17/11/15
54984134,0,0,0,0,10,5,,3/1/15,544650,500500,26/12/15
54986167,0,0,0,0,4,7,,3/1/15,0,70500,14/6/15
54989257,0,0,0,0,11,10,73700,2/1/15,71998.8,67589,13/12/15
54988391,0,0,0,0,15,10,,2/1/15,10860,23051,16/4/16
58982511,0,0,0,0,9,0,,2/1/15,300,3500,13/3/15
58990724,0,0,0,0,10,6,,2/1/15,0,10900,21/9/15
58982511,0,0,0,0,9,6,,2/1/15,7594.8,21599,21/9/15
58990862,0,0,0,0,12,5,,2/1/15,185461.2,184055,20/11/15
59003949,0,0,0,0,14,10,,1/1/15,11154,27801,19/2/16
58984589,0,0,0,0,11,2,,31/12/14,1698462,1600500,27/10/15
59004284,0,0,0,0,1,6,,31/12/14,0,37500,22/10/15
58991580,0,0,0,0,9,6,,31/12/14,0,19770,24/7/15
58992063,1,0,0,6,3,10,55000,30/12/14,0,3315,
54987807,0,0,0,0,11,6,,30/12/14,0,19900,24/7/15
54985410,0,0,0,0,1,6,,30/12/14,25200,32000,31/12/14
54986113,0,0,0,0,4,6,,30/12/14,0,16700,24/8/15
59004141,0,0,0,0,15,10,,30/12/14,2742,12150,19/3/16
58998578,0,0,0,0,12,1,,30/12/14,520650,500500,25/11/15
54985624,1,1,0,63,9,2,,29/12/14,1853347.2,1600500,11/1/15
54985076,0,0,0,0,9,10,,29/12/14,870,20153,9/9/15
59002145,0,0,0,0,14,10,,29/12/14,8721.6,46006,3/4/16
58985909,0,0,0,0,11,10,116600,27/12/14,114518.4,113011,1/3/16
59004779,0,0,0,0,12,6,,27/12/14,0,66701,18/9/15
58998147,0,0,0,0,11,10,,27/12/14,6318,26167,23/11/15
58996112,0,0,0,0,1,6,,27/12/14,0,21500,24/8/15
58991389,0,0,0,0,1,6,,27/12/14,0,40851,24/8/15
58994744,0,0,0,0,14,5,,27/12/14,211982.4,210500,21/2/16
54986167,0,0,0,0,12,13,,27/12/14,25468.8,39500,21/11/15
58989171,0,0,0,0,2,10,,27/12/14,-1.2,10789,2/9/15
58991580,0,0,0,0,13,6,,27/12/14,2644.8,20400,22/12/15
58986727,0,0,0,0,15,10,112200,26/12/14,95124,94930,20/2/16
54983411,0,0,0,0,12,10,96800,26/12/14,66190.8,80063,20/11/15
59003138,0,0,0,0,15,10,27500,26/12/14,17472,22461,26/2/16
58985486,0,0,0,0,11,10,,26/12/14,56739.6,48776,17/11/15
58998938,0,0,0,0,12,6,,26/12/14,0,30500,22/10/15
58991389,0,0,0,0,1,6,,24/12/14,0,29600,24/8/15
54992408,0,0,0,0,12,7,,24/12/14,0,126300,16/12/15
54989513,0,0,0,0,13,10,110000,23/12/14,1633.2,66585,18/1/16
58990902,0,0,0,0,12,10,,23/12/14,12898.8,42046,12/11/15
59002940,0,0,0,0,16,10,,23/12/14,66262.8,65779,4/11/16
54988614,0,0,0,0,1,6,,23/12/14,0,23000,24/8/15
58993422,0,0,0,0,1,6,,23/12/14,0,22000,22/10/15
54986274,0,0,0,0,13,10,,23/12/14,26134.8,52453,1/6/16
59001124,0,0,0,0,14,10,,23/12/14,7274.4,25856,2/1/16
58993212,0,0,0,0,1,7,,23/12/14,0,91500,
58999712,0,0,0,0,10,6,,23/12/14,0,26500,24/8/15
54987053,0,0,0,0,1,6,,22/12/14,0,45500,22/10/15
58983946,0,0,0,0,8,10,,22/12/14,2071.2,16595,28/9/15
58989082,0,0,0,0,8,10,,22/12/14,6771.6,11130,7/10/15
54989484,0,0,0,0,12,10,277200,21/12/14,-1.2,36329,18/12/15
58994117,0,0,0,0,14,5,,21/12/14,234730.8,247500,24/1/16
54982727,0,0,0,0,7,7,,21/12/14,0,216500,17/8/15
58986444,0,0,0,0,14,2,,21/12/14,1749505.2,1500500,31/1/16
54983466,0,0,0,0,11,19,,21/12/14,219072,207500,25/10/15
54985820,0,0,0,0,13,10,110000,20/12/14,33213.6,79000,26/12/15
59003975,0,0,0,0,12,1,,20/12/14,259027.2,296500,25/11/15
54988154,0,0,0,0,17,5,,20/12/14,182227.2,250500,13/5/16
54983601,0,0,0,0,11,10,,20/12/14,135595.2,120517,23/10/15
58987210,0,0,0,0,16,10,110000,19/12/14,4071.6,11415,17/4/16
58997757,0,0,0,0,13,10,40700,19/12/14,17528.4,24807,16/12/15
54991474,0,0,0,0,15,5,,19/12/14,0,100500,15/3/16
54985820,0,0,0,0,13,10,,19/12/14,43268.4,38138,1/12/16
58982668,0,0,0,0,10,10,270600,17/12/14,80.4,6249,19/9/15
58998809,0,0,0,0,13,10,170500,17/12/14,51757.2,111499,27/12/15
58988534,0,0,0,0,11,10,75900,17/12/14,32538,49756,20/10/15
59004748,0,0,0,0,17,1,,17/12/14,520462.8,543500,23/3/16
59001692,0,0,0,0,15,10,,17/12/14,7344,,28/2/16
58996590,0,0,0,0,18,10,,17/12/14,58593.6,49688,23/4/16
54983934,0,0,0,0,13,5,,17/12/14,64903.2,100500,21/12/15
59001692,0,0,0,0,16,10,156200,16/12/14,74083.2,89926,20/2/16
54987487,0,0,0,0,13,10,100100,16/12/14,25935.6,53882,15/12/15
58984882,0,0,0,0,12,10,55000,16/12/14,-2.4,49400,24/10/15
58995289,1,0,0,28,11,6,,16/12/14,0,24500,21/8/15
59005995,0,0,0,0,18,24,,16/12/14,113520,250500,18/4/16
58984900,0,0,0,0,9,10,,16/12/14,25213.2,21511,25/10/15
58995451,0,0,0,0,18,10,,16/12/14,52965.6,46024,17/4/16
54991742,0,0,0,0,14,13,,16/12/14,0,32450,22/12/15
58998105,0,0,0,0,1,5,,16/12/14,0,280500,7/7/15
58987426,0,0,0,0,9,6,,16/12/14,0,9260,24/5/15
54988427,0,0,0,0,18,10,,16/12/14,74631.6,62693,15/5/16
59000143,0,0,0,0,14,10,,16/12/14,19730.4,46051,1/12/16
58986215,0,0,0,0,15,10,152900,15/12/14,19041.6,90621,16/2/16
54982916,0,0,0,0,11,10,20900,15/12/14,0,11600,25/3/15
54991474,0,0,0,0,17,5,,15/12/14,264271.2,300500,4/2/16
54992395,0,0,0,0,1,6,,15/12/14,0,30490,24/8/15
58982806,0,0,0,0,9,6,,15/12/14,4440,19000,24/8/15
54989304,0,0,0,0,7,2,,15/12/14,172418.4,144300,
58994468,0,0,0,0,12,6,,15/12/14,0,17150,24/8/15
59000887,0,0,0,0,10,6,,14/12/14,0,30500,24/7/15
59004078,0,0,0,0,14,10,,14/12/14,-5109.6,12861,22/1/16
58996773,0,0,0,0,18,10,,13/12/14,58458,54808,16/5/16
58988822,0,0,0,0,11,5,,13/12/14,95404.8,150500,18/9/15
58988822,0,0,0,0,11,5,,13/12/14,95404.8,150500,18/9/15
58991066,0,0,0,0,11,10,93500,12/12/14,87729.6,73608,28/9/15
58983073,0,0,0,0,11,10,74800,12/12/14,55550.4,68213,10/3/15
58988044,0,0,0,0,16,5,,12/12/14,80787.6,100500,24/2/16
54988427,0,0,0,0,11,6,,12/12/14,0,23810,24/7/15
54982856,0,0,0,0,10,6,,11/12/14,0,30000,23/6/15
58993180,0,0,0,0,1,6,,11/12/14,0,21600,21/11/15
59005740,0,0,0,0,18,5,,10/12/14,0,225500,22/2/16
58987276,0,0,0,0,19,1,,10/12/14,608799.6,678500,23/3/16
58991938,0,0,0,0,13,7,,10/12/14,0,135600,10/9/15
58995787,0,0,0,0,19,10,,10/12/14,88010.4,83663,3/10/16
58989779,0,0,0,0,15,1,,10/12/14,349284,360500,12/7/15
58986053,0,0,0,0,14,10,121000,9/12/14,320730,277557,17/11/15
58990611,0,0,0,0,18,10,121000,9/12/14,15066,57617,13/2/16
59004716,0,0,0,0,20,10,106700,9/12/14,103191.6,98670,3/12/16
58983893,0,0,0,0,14,10,99000,9/12/14,29239.2,78912,21/11/15
54987789,0,0,0,0,17,10,92400,9/12/14,0,17353,13/10/15
58991751,0,0,0,0,17,10,55000,9/12/14,23517.6,38895,31/1/16
59005413,0,0,0,0,21,10,50600,9/12/14,7234.8,47402,15/5/16
59005543,0,0,0,0,21,5,,9/12/14,98880,120500,25/3/16
54991368,0,0,0,0,18,5,,9/12/14,187299.6,200500,21/2/16
54987936,0,0,0,0,20,1,,9/12/14,423421.2,550500,
58989132,0,0,0,0,15,5,,8/12/14,142245.6,150500,21/9/15
58990154,0,0,0,0,13,6,,8/12/14,0,38600,23/6/15
54989207,0,0,0,0,16,10,,8/12/14,24958.8,27039,20/11/15
58995703,0,0,0,0,23,10,82500,7/12/14,1868.4,81801,15/5/16
58995703,0,0,0,0,23,10,82500,7/12/14,1868.4,81801,15/5/16
58993153,0,0,0,0,20,10,55000,7/12/14,57186,50798,3/12/16
54982721,0,0,0,0,8,1,,7/12/14,448704,355500,
58987963,0,0,0,0,22,10,,6/12/14,4632,37799,25/3/16
58999718,0,0,0,0,19,10,214500,5/12/14,84118.8,156961,11/10/15
58998578,0,0,0,0,12,1,,5/12/14,0,283591,27/3/15
58987097,0,0,0,0,21,10,71500,4/12/14,0,,
58982721,0,0,0,0,17,10,57200,4/12/14,46681.2,54742,25/9/15
58995877,0,0,0,0,19,13,,4/12/14,0,44500,22/9/15
58991614,0,0,0,0,23,10,,4/12/14,1742.4,40500,22/1/16
58999328,0,0,0,0,8,6,,4/12/14,0,25499,17/10/14
54982387,0,0,0,0,26,1,,4/12/14,917833.2,1200500,25/3/16
58989777,0,0,0,0,21,10,,4/12/14,65480.4,,23/12/15
58993710,0,0,0,0,25,10,110000,3/12/14,64870.8,114279,23/2/16
59000498,0,0,0,0,24,10,57200,3/12/14,92520,123341,16/2/16
58990724,0,0,0,0,24,10,,3/12/14,2824.8,102049,2/11/16
58987165,0,0,0,0,24,5,,3/12/14,178839.6,252768,3/2/16
54985197,0,0,0,0,21,10,162800,2/12/14,48924,87547,10/3/15
58983376,0,0,0,0,22,10,94600,2/12/14,-33.6,89692,18/7/15
